1,1,253.00
1,2,204.50
1,3,206.75
1,4,91.75
1,5,93.25
1,6,103.75
1,7,286.00
1,8,96.75
1,9,188.50
1,10,136.25
1,11,212.25
1,12,431.50
1,13,316.75
1,14,153.00
1,15,307.75
1,16,107.75
1,17,118.50
1,18,89.25
1,19,128.50
1,20,218.25
1,21,214.50
1,22,283.50
1,23,169.75
1,24,189.75
1,25,145.75
1,26,117.50
1,27,203.50
1,28,97.00
1,29,198.25
1,30,127.75
1,31,148.75
1,32,228.50
1,33,138.00
1,34,116.50
1,35,92.50
1,36,175.75
1,37,97.75
1,38,167.50
1,39,158.50
1,40,145.00
1,41,154.50
1,42,190.75
1,43,240.75
1,44,206.25
1,45,244.25
1,46,225.75
1,47,163.75
1,48,151.25
1,49,239.25
1,50,93.75
1,51,167.75
1,52,362.50
1,53,148.25
1,54,158.00
1,55,99.50
1,56,102.00
1,57,256.50
1,58,279.25
1,59,324.00
1,60,93.50
1,61,92.25
1,62,209.00
1,63,103.25
1,64,122.25
1,65,113.50
1,66,150.50
1,67,125.25
1,68,101.50
1,69,181.75
1,70,176.75
1,71,118.50
1,72,92.75
1,73,210.25
1,74,137.25
1,75,272.25
1,76,204.75
1,77,766.00
1,78,162.75
1,79,538.00
1,80,460.75
1,81,421.75
1,82,496.25
1,83,230.25
1,84,254.75
1,85,95.00
1,86,280.25
1,87,240.00
1,88,306.50
1,89,168.00
1,90,170.75
1,91,102.75
1,92,276.25
1,93,286.75
1,94,317.75
1,95,406.25
1,96,506.00
1,97,124.25
1,98,299.00
1,99,169.00
1,100,232.75
2,1,28.19
2,2,20.97
2,3,14.94
2,4,28.88
2,5,14.00
2,6,30.44
2,7,33.41
2,8,54.16
2,9,24.22
2,10,42.56
2,11,34.25
2,12,25.47
2,13,25.25
2,14,49.25
2,15,27.88
2,16,15.31
2,17,45.94
2,18,17.59
2,19,21.56
2,20,31.53
2,21,41.41
2,22,19.16
2,23,25.38
2,24,35.19
2,25,17.78
2,26,30.41
2,27,25.19
2,28,22.16
2,29,27.19
2,30,27.25
2,31,17.16
2,32,21.28
2,33,19.62
2,34,16.44
2,35,46.25
2,36,24.41
2,37,53.44
2,38,34.78
2,39,14.66
2,40,30.94
2,41,42.25
2,42,26.88
2,43,36.53
2,44,22.25
2,45,14.41
2,46,35.41
2,47,39.19
2,48,31.25
2,49,88.97
2,50,171.38
2,51,143.31
2,52,68.59
2,53,74.81
2,54,38.72
2,55,48.72
2,56,36.06
2,57,22.56
2,58,6189.66
2,59,35.81
2,60,60.41
2,61,64.41
2,62,78.50
2,63,18.50
2,64,68.69
2,65,19.69
2,66,35.47
2,67,19.69
2,68,28.38
2,69,36.47
2,70,20.06
2,71,25.59
2,72,16.69
2,73,73.78
2,74,28.84
2,75,34.22
2,76,43.88
2,77,28.69
2,78,18.25
2,79,16.44
2,80,32.28
2,81,37.94
2,82,18.56
2,83,60.28
2,84,48.78
2,85,37.19
2,86,49.97
2,87,43.84
2,88,26.31
2,89,46.72
2,90,21.59
2,91,18.44
2,92,71.25
2,93,37.62
2,94,63.78
2,95,68.38
2,96,38.75
2,97,136.31
2,98,19.38
2,99,45.03
2,100,33.00
3,1,56.40
3,2,63.49
3,3,14.49
3,4,10.64
3,5,19.07
3,6,18.83
3,7,17.62
3,8,17.15
3,9,10.44
3,10,20.97
3,11,11.04
3,12,20.77
3,13,17.46
3,14,21.61
3,15,38.64
3,16,38.19
3,17,17.92
3,18,10.72
3,19,12.98
3,20,16.45
3,21,11.93
3,22,9.69
3,23,17.05
3,24,10.45
3,25,11.23
3,26,22.13
3,27,16.68
3,28,13.62
3,29,10.26
3,30,10.24
3,31,9.23
3,32,17.13
3,33,25.54
3,34,17.88
3,35,12.04
3,36,31.68
3,37,10.24
3,38,41.53
3,39,40.14
3,40,49.19
3,41,18.36
3,42,13.92
3,43,16.25
3,44,26.71
3,45,39.57
3,46,62.76
3,47,37.08
3,48,35.16
3,49,37.82
3,50,22.26
3,51,10.09
3,52,9.32
3,53,11.29
3,54,26.50
3,55,18.47
3,56,41.06
3,57,15.64
3,58,10.89
3,59,17.88
3,60,16.90
3,61,15.23
3,62,26.44
3,63,31.19
3,64,10.48
3,65,31.94
3,66,10.42
3,67,19.69
3,68,10.88
3,69,13.05
3,70,37.51
3,71,45.70
3,72,25.93
3,73,75.21
3,74,51.35
3,75,111.76
3,76,22.54
3,77,23.34
3,78,32.35
3,79,92.91
3,80,15.18
3,81,14.75
3,82,9.55
3,83,11.55
3,84,23.26
3,85,24.13
3,86,10.70
3,87,10.71
3,88,8.98
3,89,12.07
3,90,9.93
3,91,9.84
3,92,14.84
3,93,15.02
3,94,12.82
3,95,15.40
3,96,12.64
3,97,32.04
3,98,12.07
3,99,31.51
3,100,13.99
4,1,10.87
4,2,10.95
4,3,10.86
4,4,15.88
4,5,19.51
4,6,9.75
4,7,10.65
4,8,10.45
4,9,30.09
4,10,10.57
4,11,12.61
4,12,10.87
4,13,32.19
4,14,11.74
4,15,14.60
4,16,10.58
4,17,11.39
4,18,29.99
4,19,11.02
4,20,30.64
4,21,11.56
4,22,11.23
4,23,10.89
4,24,11.05
4,25,12.97
4,26,11.04
4,27,10.63
4,28,11.57
4,29,15.31
4,30,10.84
4,31,11.03
4,32,10.82
4,33,13.73
4,34,10.97
4,35,11.32
4,36,11.11
4,37,16.07
4,38,11.12
4,39,30.04
4,40,11.77
4,41,10.97
4,42,22.35
4,43,30.49
4,44,11.26
4,45,14.14
4,46,11.49
4,47,18.35
4,48,26.90
4,49,10.82
4,50,11.17
4,51,10.64
4,52,11.14
4,53,27.44
4,54,10.89
4,55,10.94
4,56,30.17
4,57,10.67
4,58,15.24
4,59,11.06
4,60,29.62
4,61,27.58
4,62,13.73
4,63,14.70
4,64,13.67
4,65,11.02
4,66,10.72
4,67,21.24
4,68,22.71
4,69,11.39
4,70,23.13
4,71,11.35
4,72,15.03
4,73,20.89
4,74,11.40
4,75,23.71
4,76,39.02
4,77,47.03
4,78,31.65
4,79,31.73
4,80,29.61
4,81,29.65
4,82,29.65
4,83,29.54
4,84,48.50
4,85,32.90
4,86,29.96
4,87,30.40
4,88,29.92
4,89,29.86
4,90,30.34
4,91,37.05
4,92,30.43
4,93,39.02
4,94,29.92
4,95,42.45
4,96,46.48
4,97,30.03
4,98,30.25
4,99,30.99
4,100,30.62
5,1,32.11
5,2,24.93
5,3,30.37
5,4,45.67
5,5,32.18
5,6,31.29
5,7,42.52
5,8,32.86
5,9,35.76
5,10,31.88
5,11,31.89
5,12,39.81
5,13,40.36
5,14,32.10
5,15,37.71
5,16,38.51
5,17,23.63
5,18,24.63
5,19,30.51
5,20,55.64
5,21,31.28
5,22,53.49
5,23,30.78
5,24,30.23
5,25,46.05
5,26,33.84
5,27,31.47
5,28,36.47
5,29,31.91
5,30,31.91
5,31,37.28
5,32,32.01
5,33,30.23
5,34,30.19
5,35,30.70
5,36,30.61
5,37,38.73
5,38,47.47
5,39,44.18
5,40,73.52
5,41,38.65
5,42,31.94
5,43,44.28
5,44,30.99
5,45,30.69
5,46,31.79
5,47,31.34
5,48,34.87
5,49,31.73
5,50,31.33
5,51,31.75
5,52,41.03
5,53,31.00
5,54,39.35
5,55,30.08
5,56,30.14
5,57,31.13
5,58,30.55
5,59,32.08
5,60,39.72
5,61,30.05
5,62,31.71
5,63,40.90
5,64,32.02
5,65,30.52
5,66,55.42
5,67,35.85
5,68,31.89
5,69,30.55
5,70,32.16
5,71,31.08
5,72,43.21
5,73,40.85
5,74,56.31
5,75,31.83
5,76,38.15
5,77,42.67
5,78,30.75
5,79,29.78
5,80,35.61
5,81,48.75
5,82,31.41
5,83,31.05
5,84,42.67
5,85,31.97
5,86,26.25
5,87,39.69
5,88,31.80
5,89,43.88
5,90,46.09
5,91,35.84
5,92,30.98
5,93,39.90
5,94,31.02
5,95,49.80
5,96,30.81
5,97,31.14
5,98,46.33
5,99,30.30
5,100,31.49
